Title,Base Tea,Ferment 1 Start,Ferment 1 PH,Sugar Added,Juices / Fruit Added,Ferment 2 Start Date,Finish Date,Finish PH
Arthur,Oolong,5/14/21,3.01,1t,"4 bottles: Mango Blend, 2 bottles: plain",6/6/21,6/9/21,
